,Alphabet_of_the_Magi,Anglo-Saxon_Futhorc,Arcadian,Armenian,Asomtavruli_(Georgian),Balinese,Bengali,Blackfoot_(Canadian_Aboriginal_Syllabics),Braille,Burmese_(Myanmar),Cyrillic,Early_Aramaic,Futurama,Grantha,Greek,Gujarati,Hebrew,Inuktitut_(Canadian_Aboriginal_Syllabics),Japanese_(hiragana),Japanese_(katakana),Korean,Latin,Malay_(Jawi_-_Arabic),Mkhedruli_(Georgian),N_Ko,Ojibwe_(Canadian_Aboriginal_Syllabics),Sanskrit,Syriac_(Estrangelo),Tagalog,Tifinagh
0,0.545,0.6314655172413793,0.4913461538461538,0.4375,0.478125,0.42239583333333336,0.4964673913043478,0.5491071428571429,0.3072115384615385,0.5036764705882353,0.5583333333333333,0.5914772727272727,0.6254807692307692,0.6151162790697674,0.5375,0.45859375,0.4875,0.65546875,0.49230769230769234,0.4577127659574468,0.4596875,0.525,0.4478125,0.4792682926829268,0.5056818181818182,0.5464285714285714,0.49107142857142855,0.575,0.5786764705882353,0.5620454545454545
